    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished release [optimized] target(s) in 0.68s
     Running `/home/harshalh/workspaces/epirust/engine/target/release/epirust -c /home/harshalh/workspaces/epirust/engine/config/low_baseline.json`
[2020-07-07T05:07:31Z INFO  epirust::geography::grid] Hospital capacity 15687: 
[2020-07-07T06:45:49Z INFO  epirust::listeners::events::counts] S: 31990, E:0, I: 29, H: 129, R: 3082070, D: 23006
[2020-07-07T06:48:50Z INFO  epirust::epidemiology_simulation] Throughput: 0.47717473 iterations/sec; simulation hour 2900 of 10000
[2020-07-07T06:48:50Z INFO  epirust::listeners::events::counts] S: 31989, E:1, I: 15, H: 69, R: 3082142, D: 23008
[2020-07-07T06:51:47Z INFO  epirust::epidemiology_simulation] Throughput: 0.47968102 iterations/sec; simulation hour 3000 of 10000
[2020-07-07T06:51:47Z INFO  epirust::listeners::events::counts] S: 31989, E:0, I: 2, H: 29, R: 3082195, D: 23009
[2020-07-07T06:54:40Z INFO  epirust::epidemiology_simulation] Throughput: 0.48229986 iterations/sec; simulation hour 3100 of 10000
[2020-07-07T06:54:40Z INFO  epirust::listeners::events::counts] S: 31988, E:0, I: 1, H: 19, R: 3082206, D: 23010
[2020-07-07T06:57:36Z INFO  epirust::epidemiology_simulation] Throughput: 0.48455235 iterations/sec; simulation hour 3200 of 10000
[2020-07-07T06:57:36Z INFO  epirust::listeners::events::counts] S: 31988, E:0, I: 0, H: 10, R: 3082216, D: 23010
[2020-07-07T07:00:43Z INFO  epirust::epidemiology_simulation] Throughput: 0.48594782 iterations/sec; simulation hour 3300 of 10000
[2020-07-07T07:00:43Z INFO  epirust::listeners::events::counts] S: 31988, E:0, I: 0, H: 4, R: 3082222, D: 23010
[2020-07-07T07:03:48Z INFO  epirust::epidemiology_simulation] Throughput: 0.48738292 iterations/sec; simulation hour 3400 of 10000
[2020-07-07T07:03:48Z INFO  epirust::listeners::events::counts] S: 31988, E:0, I: 0, H: 3, R: 3082223, D: 23010
[2020-07-07T07:06:49Z INFO  epirust::epidemiology_simulation] Throughput: 0.48905995 iterations/sec; simulation hour 3500 of 10000
[2020-07-07T07:06:49Z INFO  epirust::listeners::events::counts] S: 31988, E:0, I: 0, H: 2, R: 3082224, D: 23010
[2020-07-07T07:09:46Z INFO  epirust::epidemiology_simulation] Throughput: 0.49089804 iterations/sec; simulation hour 3600 of 10000
[2020-07-07T07:09:46Z INFO  epirust::listeners::events::counts] S: 31988, E:0, I: 0, H: 1, R: 3082224, D: 23011
[2020-07-07T07:12:39Z INFO  epirust::epidemiology_simulation] Number of iterations: 3695, Total Time taken 7506.1396 seconds
[2020-07-07T07:12:39Z INFO  epirust::epidemiology_simulation] Iterations/sec: 0.4922637
[2020-07-07T07:12:39Z INFO  epirust] Done
