    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished release [optimized] target(s) in 0.88s
     Running `/home/harshalh/workspaces/epirust/engine/target/release/epirust -c /home/harshalh/workspaces/epirust/engine/config/high_baseline.json`
[2020-07-07T04:46:12Z INFO  epirust::geography::grid] Hospital capacity 15687: 
[2020-07-07T05:34:50Z INFO  epirust::listeners::events::counts] S: 57132, E:12280, I: 246861, H: 396424, R: 2416367, D: 8160
[2020-07-07T05:37:52Z INFO  epirust::epidemiology_simulation] Throughput: 0.45180255 iterations/sec; simulation hour 1400 of 10000
[2020-07-07T05:37:52Z INFO  epirust::listeners::events::counts] S: 43376, E:5150, I: 115319, H: 300649, R: 2660753, D: 11977
[2020-07-07T05:41:15Z INFO  epirust::epidemiology_simulation] Throughput: 0.4543579 iterations/sec; simulation hour 1500 of 10000
[2020-07-07T05:41:15Z INFO  epirust::listeners::events::counts] S: 36431, E:2373, I: 52729, H: 198535, R: 2831386, D: 15770
[2020-07-07T05:44:49Z INFO  epirust::epidemiology_simulation] Throughput: 0.4550673 iterations/sec; simulation hour 1600 of 10000
[2020-07-07T05:44:49Z INFO  epirust::listeners::events::counts] S: 33540, E:1083, I: 24025, H: 115522, R: 2944402, D: 18652
[2020-07-07T05:48:58Z INFO  epirust::epidemiology_simulation] Throughput: 0.45162085 iterations/sec; simulation hour 1700 of 10000
[2020-07-07T05:48:58Z INFO  epirust::listeners::events::counts] S: 32251, E:523, I: 11312, H: 56568, R: 3015826, D: 20744
[2020-07-07T05:53:04Z INFO  epirust::epidemiology_simulation] Throughput: 0.448854 iterations/sec; simulation hour 1800 of 10000
[2020-07-07T05:53:04Z INFO  epirust::listeners::events::counts] S: 31686, E:219, I: 4471, H: 21449, R: 3057417, D: 21982
[2020-07-07T05:57:07Z INFO  epirust::epidemiology_simulation] Throughput: 0.4467359 iterations/sec; simulation hour 1900 of 10000
[2020-07-07T05:57:07Z INFO  epirust::listeners::events::counts] S: 31403, E:117, I: 2079, H: 9576, R: 3071601, D: 22448
[2020-07-07T06:01:15Z INFO  epirust::epidemiology_simulation] Throughput: 0.44429508 iterations/sec; simulation hour 2000 of 10000
[2020-07-07T06:01:15Z INFO  epirust::listeners::events::counts] S: 31282, E:38, I: 990, H: 4419, R: 3077880, D: 22615
[2020-07-07T06:05:39Z INFO  epirust::epidemiology_simulation] Throughput: 0.4406361 iterations/sec; simulation hour 2100 of 10000
[2020-07-07T06:05:39Z INFO  epirust::listeners::events::counts] S: 31216, E:26, I: 453, H: 2154, R: 3080673, D: 22702
[2020-07-07T06:10:00Z INFO  epirust::epidemiology_simulation] Throughput: 0.4376638 iterations/sec; simulation hour 2200 of 10000
[2020-07-07T06:10:00Z INFO  epirust::listeners::events::counts] S: 31194, E:12, I: 220, H: 1062, R: 3082003, D: 22733
[2020-07-07T06:14:13Z INFO  epirust::epidemiology_simulation] Throughput: 0.43561852 iterations/sec; simulation hour 2300 of 10000
[2020-07-07T06:14:13Z INFO  epirust::listeners::events::counts] S: 31177, E:9, I: 97, H: 518, R: 3082670, D: 22753
[2020-07-07T06:18:18Z INFO  epirust::epidemiology_simulation] Throughput: 0.43439683 iterations/sec; simulation hour 2400 of 10000
[2020-07-07T06:18:18Z INFO  epirust::listeners::events::counts] S: 31171, E:3, I: 45, H: 180, R: 3083066, D: 22759
[2020-07-07T06:21:50Z INFO  epirust::epidemiology_simulation] Throughput: 0.43581733 iterations/sec; simulation hour 2500 of 10000
[2020-07-07T06:21:50Z INFO  epirust::listeners::events::counts] S: 31168, E:0, I: 22, H: 100, R: 3083169, D: 22765
[2020-07-07T06:25:08Z INFO  epirust::epidemiology_simulation] Throughput: 0.43808016 iterations/sec; simulation hour 2600 of 10000
[2020-07-07T06:25:08Z INFO  epirust::listeners::events::counts] S: 31167, E:0, I: 10, H: 41, R: 3083237, D: 22769
[2020-07-07T06:28:27Z INFO  epirust::epidemiology_simulation] Throughput: 0.4401666 iterations/sec; simulation hour 2700 of 10000
[2020-07-07T06:28:27Z INFO  epirust::listeners::events::counts] S: 31166, E:0, I: 4, H: 23, R: 3083262, D: 22769
[2020-07-07T06:31:43Z INFO  epirust::epidemiology_simulation] Throughput: 0.44237897 iterations/sec; simulation hour 2800 of 10000
[2020-07-07T06:31:43Z INFO  epirust::listeners::events::counts] S: 31166, E:0, I: 1, H: 11, R: 3083277, D: 22769
[2020-07-07T06:34:53Z INFO  epirust::epidemiology_simulation] Throughput: 0.44481355 iterations/sec; simulation hour 2900 of 10000
[2020-07-07T06:34:53Z INFO  epirust::listeners::events::counts] S: 31166, E:0, I: 1, H: 7, R: 3083281, D: 22769
[2020-07-07T06:37:59Z INFO  epirust::epidemiology_simulation] Throughput: 0.44738367 iterations/sec; simulation hour 3000 of 10000
[2020-07-07T06:37:59Z INFO  epirust::listeners::events::counts] S: 31166, E:0, I: 0, H: 3, R: 3083286, D: 22769
[2020-07-07T06:41:02Z INFO  epirust::epidemiology_simulation] Throughput: 0.45005068 iterations/sec; simulation hour 3100 of 10000
[2020-07-07T06:41:02Z INFO  epirust::listeners::events::counts] S: 31166, E:0, I: 0, H: 1, R: 3083287, D: 22770
[2020-07-07T06:44:02Z INFO  epirust::epidemiology_simulation] Number of iterations: 3191, Total Time taken 7068.964 seconds
[2020-07-07T06:44:02Z INFO  epirust::epidemiology_simulation] Iterations/sec: 0.45140988
[2020-07-07T06:44:02Z INFO  epirust] Done
